persons_id,surname,first_name,prefix,maiden_name,suffix,title,dates,description,biography
711,Hooper, Jane Margaret, , (Winnard), , , (1818-1907), contributor to <i>MP</i> (1863),"The novel published in <i>MP</i>  appeared under her name; she was wife of George Hooper, journalist;  she published fiction from 1851, including \'Prince Pertinax\' which appeared in MP in 1863 (though according to www.copac.ac.uk it did not appear in volume form until 1883).  She called herself ‘authoress’ in the 1871 census. Jane Hooper had a daughter Margaret L. Hooper (b. Middlesex 1854/5), who became an artist and illustrator and a son, Winnard Hooper (1853-1935), city editor of The Times. They were perhaps the characters in the story <i>Little Maggie and her brother: A Sketch for Children</i> (1861). CMY recommended it in ‘Hints on Reading MP (March 1862) 335, despite having told Ann Carter Smith she didn\'t care for it.
"
712,Horder, William Garrett, , , , , (b.1839/40)," hymnologist, Congregational minister",
713,Horne (or Herne?), Kezia, , , , ," (b. Avington, Hants. 1836/7)",  maid at Otterbourn House, [1851 census]
714,Hort, A. F., , , , , , contributor to <i>MP</i> (1894),
715,Horton, Alice, , , , , , contributor to <i>MP</i> (1893),
716,Horton, Robert Forman, , , , , (18 Sept 1855-30 March 1934), theologian," A Nonconformist, educated at Shrewsbury and New College, Oxford, he had finished <i>Women of the Old Testament</i> by autumn 1897;  it was evidently published in early 1898 [Horton, <i>An Autobiography</i> WWW]"
717,Hoskins, Ada, , , , , (b. 1862/3), housemaid,"  She was the daughter of James Hoskins, carpenter, and his wife Eliza, of Otterbourne Hill.  She was kitchenmaid to Rowland Jones Bateman in 1881.  It sounds as if she may have had an illegitimate baby;  the death of an infant William James Hoskins was registered at Winchester in the January quarter of 1883."
718,Hoskins, ,  Mr, , , , , letter to 1877,
719,Hoskyns,  D., , , , , , contributor to <i>MP</i> (1874),
720,Housman, Alfred Edward, , , , , (1859-1936)," poet and classical scholar, probable contributor to <i>MP</i> (1875)","  Then a sixteen-year-old schoolboy, he is likely to be the A. E. Housman who won the Spider competition in <i>MP</i> (November 1875) for the best translation of Goethe's 'Fischer'."
721,How, Frances Ann, , (Douglas), , , (d. 28 Aug 1887), wife of the Rt. Rev. William Walsham How," She married (6 Nov 1849) William Walsham How, Bishop of Bedford, and died at Barmouth.  [How, <i>William Walsham How</i>]"
722,How, William Walsham, The Rt. Rev., , , , (13 Dec 1823- 10 Aug 1897), Bishop of Bedford," He married (6 Nov 1849) Frances Ann Douglas (d. 1887).  He was  Bishop of Bedford, suffragan for East London, later Bishop of Wakefield. [How, <i>William Walsham How</i>; ODNB]"
723,Howard, Constance, , , , , , contributor to <i>MP</i> (1890),
724,Howard, E. F., , , , , ," contributor to <i>MP</i> (1895, 97)",
725,Howell, Catharine Augusta, , , , , ," contributor to <i>MP</i> (1864), author of books on childlife",
726,Howitt, William, , , , , (1792-1879)," author, contributor to <i>MP</i> (1852)",
727,St.Lawrence, Henrietta, , (Barfoot), , , , Countess of Howth (d. 1884) [PB],
728,Huc, Evariste Régis, , , , ,  (1813-1860)," traveller, contributor to <i>MP</i> (1852)",
729,Hullah, Mary Emily, , , , , (b. 1847/8)," novelist,  contributor to <i>MP</i> (1891)"," She was daughter of the musicologist John Pyke Hullah (1812-1884), a friend of Thomas Helmore and Derwent Coleridge;  in the 1881 census she was in London with her brother Francis, clerk to Lord Chief Justice Coleridge, and working as a governess; in the 1891 census she was staying with George Richmond the painter and described herself as an authoress.  She probably also contributed to the <i>Barnacle</i>."
730,Humbert, Lewis Macnaughton, The Rev., , , , (1819–1896), Master of St. Cross Hospital," He was successively Master of St. Cross Hospital (1855-68) and Rector of Chiddingfold;  he was later (1878) Vicar of St. Bartholomew Hyde, Winchester.  He married (1850) Ann Parker (b. 1823/4) and had children Ellen (b. 1850/1), Francis, Lewis (b. 1856/7)  and Margaret (b. 1858/9), who married the Rev. Alfred R. Wiseman. He was brother of the architect Albert Jenkins Humbert (1821–1877). [ODNB his brother; census; <i>Alumni Oxonienses</i>] "
731,Humbert,  Ellen, , , , , (b. 1850/1), daughter of the Rev. Lewis Humbert,
732,Humbert, Margaret, , , , , (b. 1858/9), daughter of the Rev. Lewis Humbert," The daughter of the Rev. Lewis Humbert, Master of St. Cross Hospital, she  later married  the Rev. Alfred R. Wiseman."
733,Humboldt,Alexander, , von,, , (1769-1859), contributor to <i>MP</i> (1851),
734,Huntingdon, Margaret, , , , , ," contributor to <i>MP</i> (1888, 91)",
736,Huntington, George, The Rev., , , , ," Rector of Tenby, contributor to <i>MP</i> (1887)",
737,Hurd, Annie Groser, , , , , , contributor to <i>MP</i> (1897-9),
738,Hurton, William, , , , , ," contributor to <i>MP</i> (1851), author of works on Scandinavia",
739,Hutchins, , Miss, , , , , correspondent,
740,Hutchinson, Henry Neville, The Rev., , , , (1856-1927)," writer on geology, contributor to <i>MP</i> (1890)",
741,Ingelow, Jean, , , , , (1820-1897)," poet, contributor to <i>MP</i> (1860-1)",
742,Ingram, William Clavell, The Very Rev., , , , (1834-1901)," Dean of Peterborough, theologian, contributor to <i>MP</i> (1896)", [WWW]
743,Ingram, John Henry, , , , , (1849-1916),  editor,He was editor of the Eminent Women series to which CMY contributed <i>Hannah More</i>.
744,Innes, Arthur Donald, , , , , (Simla 1863/4-1938), editor and publisher," He graduated from Oriel College Oxford in 1887, was publisher of <i>MP</i> and of some of CMY’s books, contributor (1892-8), took over from CMY as coeditor of <i>MP</i> in 1894. After the collapse of his publishing business, he seems to have worked for Cassell’s and later lectured in Indian history at SOAS.  He came from a family of Indian administrators and civil servants.  [WWW]"
745,Irby, Adeline Paulina, , , , , (1831-1911), campaigner for Balkan minorities," Known as Paulina Irby, campaigner for Balkan rights;  associate of Priscilla Johnston, see the latter’s entry in ODNB."
746,Irwin, Sidney Thomas, , , , , , contributor to <i>MP</i> (1893),
747,Jacob, John Thomas, The Rev., , , , (b.1839/40)," Vicar of Tormohun, Torquay", He was appointed in 1900.  He married (1892) Edith Mary New.
748,Jacob, Edgar, The Rt. Rev., , , , (1844-1920),"  Bishop of Newcastle, then St. Albans"," Educated at New Coll, Oxford,  he was Chaplain to Bishop of Calcutta 1872-6, vicar of Portsea from 1878, hon. canon of Winchester 1884, Bishop of Newcastle 1895, then St. Albans 1903.  He was third son of the Rev. Dr. Philip Jacob of Crawley, Hants and Anna Sophia Noel.  He never married.  His sister Edith Jacob founded the Society of Watchers and Workers. [<i>Alumni Oxonienses;  Clergy List</i>]"
749,Jacob, Edith Sophia, , , , , (1836-1918), contributor to <i>MP</i> (1867)," Daughter of the Venerable Canon Philip Jacob (1802/3-1884), rector from 1831 of Crawley with Hunton, north-west of Winchester, and canon and (from 1860) Archdeacon of Winchester, and his wife, Anna Sophia (1807?-1857), eldest daughter of the Hon. Gerard Thomas Noel, canon of Winchester. The parents were married in 1832.  Edith, according to her brother Edgar 'was left in February, 1857, by the death of her mother . . .  the eldest daughter of seven surviving children.'1  There were four sons and three daughters of the marriage;  a son who went into the army;  another son, who went into the navy, either one of whom may have been Eustace Wilberforce Jacob (b.?1834-9 July 1871), SPG missionary in South Africa; Isabel Margaret (b. 1840/1); Edgar (1844-1920); and Ernest Henry (1849-1894), MRCS.   Their father had been brought up partly in Guernsey, and his father John Jacob (1765-1840) had published a history of the island. The family also had many connections with India.   Edith lived at home, but became seriously ill early in 1868;  her disease was described as 'congestion of the spine'  and she spent most of the rest of her life in varying degrees of invalidism.  During this first attack, according to her brother, she reflected on the contribution which invalids could make to the life of the Church.  The result of this was a paper 'Thoughts on invalid life' published at the suggestion of CMY and reviewed by her in the <i>Church Quarterly Review</i>.  This resulted in the foundation of the 'Society of Watchers and Workers', an organisation to which Edith Jacob devoted her energies for the rest of her life, and of whose privately printed journal, the <i>Watchword</i>, she was editor. This periodical ran 1880-1972; the BL has only odd volumes, but there is a complete run in Lambeth Palace Library.  The BL's copies are bound with interesting rolls of members of the society;  CMY is listed as a member of the executive committee.  The activities of the society, which included support for homebound 'invalids of the cultured classes', enabling them to direct their energies in prayer and fundraising for charitable objects, are described in more detail in Kathleen Alice Orr, <i>Letters</i> (1907, 1909), a privately printed memoir of a deceased watcher with a memoir by Edith Jacob.  The Watchers were especially keen on missions."
750,Jacob, Eustace Wilberforce, The Rev., , , , (b.?1834-9 July 1871)," SPG missionary in South Africa;  brother of Edgar, Edith and Gertrude Jacob", He died at his father's rectory at Crawley.  He was described on the 1871 census as 'curate of Rookloof D. Natal' and in the death announcement in <i>The Times</i>  (12 July 1871) as 'missionary of the SPG of the diocese of Natal and eldest surviving son of the Archdeacon of Winchester'.  At the time of the census his wife Marianne F. Jacob (b. 1824/5) was also resident at the Rectory.
751,Jacob, Gertrude Louisa Le Grand, , , , , (b.1837?), contributor to <i>MP</i> (1873)," Her contribution is signed 'G. L. J.'.  She was sister of Edith and Edgar Jacob. Their father's youngest brother, Sir George Le Grand Jacob (1805-1881), retired after a distinguished career in the Indian army in 1861, and took Gertrude to live with him as his adopted daughter;  she collaborated on some of his oriental researches. "
752,James, M. H., , , , , , contributor to <i>MP</i> (1894),
753,, James, ,  , , , , the Hursley coachman (15 March 1852),
754,James, Wilhelmina Martha, , , , , (1845?-1932), contributor to <i>MP</i> (1874)," Eldest daughter of the Rector of Kirkhaugh, Northumberland, novelist as Austin Clare, contributed tracts and fiction to SPCK, contributor to <i>MP</i> (1874).  The postcard to her enigmatic. [LG]"
755,Janvrin, James Hemery, The Rev., , , , (b. 1818/9), chaplain to the Winchester County Hospital," Mentioned with his wife (15 March 1852);  but hard to trace, probably because he was born in Jersey."
756,Janvrin, Kate, , , , ,  (b. Ireland 1826), wife of the Rev. James Janvrin,
757,Jelf, George Edward, The Rev. Canon, , , , (29 Jan1834 -19 Nov 1908),  Vicar of Saffron Walden,"  He married (1861) Fanny Crawley (d. 1865);  three of their four children died in 1871. He married secondly (20 Jan 1876), Katharine Frances Dalton, and had four more children.  He was a canon of Rochester in 1880 and of St. Albans in 1878, master of the Charterhouse in 1907.  He was son of R. W. Jelf, principal of KCL 1844-69 and a friend of Keble and Pusey. His first wife’s biography is in G.E.Jelf <i>A Memoir</i>."
758,Jenner, Henry Lascelles, The Rt. Rev., , , , (1820-1898),"  Bishop of Dunedin, Vicar of Preston","His appointment to the bishopric of Dunedin, New Zealand, was abortive, but he was active there 1866-71.  Later he was Bishop of the Eglise Catholique Gallicane 1882-93.  His address was Preston Vicarage, Dover.  He married Mary Isabel, eldest daughter of Capt Finlaison RN, sister of Marion Finlaison, sub-editor of <i>MP</i>. He was a contributor to <i>MP</i> (1884), and perhaps also the Bishop contributing to <i>MP</i>  in 1878 as \'H. L. J.\'  He was son of Sir Herbert Jenner-Fust, the judge in  the Gorham case.  It seems probable that he was ‘Vertumnus I’, whose address was Preston Vicarage, Sandwich, who conducted the ‘Monthly Packet Botanical Society’ between June 1879 and November 1882, and who subsequently took part in the Spider competitions as ‘Vertumnus I’. [WWW]"
759,Jenner, Elizabeth D., , , , , (b. 1859/60), fourth daughter of the Rt. Rev. Henry Jenner,  Possibly the Dora referred to in 1900.
760,Jenner, Henry, , , , , (1848–1934), Cornish scholar," Eldest son of the Rt. Rev. Henry Jenner and Mary Isabel Finlaison, pioneer student of Cornish, assistant in the MS department of the British Museum.  He married Katharine Lee Rawlings in 1877. [ODNB; <i>Henry and Katharine Jenner</i> ed. Derek R. Williams  (London: Francis Boutle 2004)]"
761,Jenner, Herbert S., , , , , (b. 1872/3), son of the Rt. Rev. Henry Jenner,
762,Jenner, Katherine Amabel, , , , , (b. 1876/7),  third daughter of the Rt. Rev. Henry Jenner,"  Possibly the Amy referred to in the letter to Christabel Coleridge, 1900.  She published religious fiction and plays."
763,Jenner, Mary, , , , , (b.1870/1), eldest daughter of the Rt. Rev. Henry Jenner,
764,Jenner, Katharine Lee, , (Rawlings), , , (1853-1936), contributor to <i>MP</i> (1879),"  She married (1877) Henry Jenner.  According to <i>Henry and Katharine Jenner</i> ed. Derek R. Williams  (London: Francis Boutle 2004) 265, she contributed ‘The Wooing of Gudrun in the Elf-World: A Saga of Nordland’ to <i>MP</i> (Christmas 1879)."
765,Jenner, Mildred J., , , , , (b. 1874/5), second daughter of the Rt. Rev. Henry Jenner,
766,Jervis, Caroline Mary Frances, The Hon., , , , (1823/4 -1917), ward of Caroline Vernon Harcourt," Sister of the 3rd Viscount St. Vincent, her mother died in 1828, and she was orphaned 1839;  she was a ward of Caroline Vernon Harcourt;  she was given the precedence of a Viscount's daughter in 1860 [PB, will of Caroline Vernon Harcourt, 1881 census]"
767,Jewell, , Mrs, , , , ," inhabitant of Otterbourne, her husband invalid or workshy","  Perhaps Mary Jewell (b. 1852/3) wife of William Jewell, of Otterbourne, labourer, and mother of Rose (b.1877/8) and Percy (b. 1879/80).  She may also be the Mrs Jewell who was one of CMY’s tenants in 1896.  Probably the same Mrs Jewell was working for Miss Finlaison in 1901."
769,Johns, Charles Alexander, The Rev., , , , (1811-1874), naturalist,"  He taught at Helston Grammar School, when Derwent Coleridge was headmaster, and later ran a prep school at Winton House, Winchester.  He was founder and president of the Winchester Literary and Scientific Society.  He married (1843) Ellen Julia Field (b. Bath 1821/2) Beenham in 1851 census, Watford in 1861.  His father was a Plymouth banker, whose firm had collapsed in 1825. His most famous book was the very popular <i>Flowers of the Field</i> (1851). [ODNB]"
770,Johns, Charles Henry, , , , , (1844-1915), son of the Rev. Charles Alexander Johns," Eldest son of Charles Alexander Johns, he was educated at Rugby and Oriel College, Oxford, and taught at Winton House until after his father’s death, later at other schools.  In 1886 married Mary Emily Chalk  who ran a school for girls at Lydney which they moved to Hendon. He is mentioned in his mother’s will, along with his sister Katie, as having brought her to poverty.[<i>Alumni Oxonienses</i>, information from Melissa Hardie] "
